Time [ms],PL [hPa],TL [C],PC [hPa],TC [C],PR [hPa],TR [C],EX [deg],EY [deg],EZ [deg],QW [-],QX [-],QY [-],QZ [-],MX [microT],MY [microT],MZ [microT],AX [m/s2],AY [m/s2],AZ [m/s2],RX [rad/s],RY [rad/s],RZ [rad/s],CSM,CSA,CSR,CSTOT
52.857,1011.9,25.4,1011.6,26.51,1012.1,25.62,38.313,17.813,120.56,-0.47931,0.86145,0.019775,0.16675,7.25,36.5,18,1.75,-8.24,-5.29,-0.67556,2.6444,2.35,0,0,0,0
52.867,1012.4,25.4,1011.7,26.51,1012.2,25.62,37.875,16.813,120.56,-0.479,0.86224,0.006958,0.16449,7.25,36.5,18,1.64,-8.38,-5.39,-0.58111,3.4089,2.5467,0,0,0,0
52.877,1012.4,25.4,1012.1,26.51,1012,25.62,37.563,15.875,120.44,-0.47919,0.86237,-0.0075684,0.16309,7.25,36.5,18,1.5,-9.06,-5.5,-0.47222,4.8489,2.7778,0,0,0,0
52.887,1012.1,25.4,1012.2,26.51,1011.8,25.62,37.375,14.875,120.25,-0.47961,0.862,-0.023438,0.16235,7.25,36.5,18,1.49,-9.2,-5.52,-0.43889,5.9111,2.9733,0,0,0,0
52.897,1012.2,25.4,1012.3,26.51,1011.6,25.62,31.375,13.875,120.13,-0.4873,0.86243,0.0039673,0.1369,10.563,33.188,20.25,1.46,-8.95,-5.58,-0.50556,6.1911,3.0844,0,0,0,0
52.907,1012.4,25.4,1012.8,26.51,1011.7,25.62,31.25,12.813,120.06,-0.48682,0.86273,-0.013,0.13629,10.563,33.188,20.25,1.36,-8.77,-5.66,-0.60556,6.4622,3.14,0,0,0,0
52.917,1012.4,25.4,1013.2,26.51,1012.2,25.62,31.188,11.813,120.06,-0.48584,0.86292,-0.030151,0.13574,10.563,33.188,20.25,1.2,-9.21,-5.88,-0.68556,6.64,3.14,0,0,0,0
52.927,1012.4,25.4,1013.2,26.51,1012.2,25.61,31.125,10.75,120.19,-0.48438,0.8631,-0.046875,0.13495,10.563,33.188,20.25,1.09,-9.08,-6.09,-0.76778,6.2844,3.0744,0,0,0,0
52.937,1012.4,25.4,1012.8,26.51,1012.5,25.61,31.063,9.8125,120.38,-0.48218,0.86346,-0.063293,0.13403,10.563,33.188,20.25,0.95,-8.59,-6.22,-0.91889,6.0844,3.0044,0,0,0,0
52.947,1012.5,25.4,1013,26.51,1012.4,25.61,25.438,8.875,120.75,-0.48517,0.86676,-0.03656,0.10968,14.25,31.375,21.875,0.73,-8.81,-6.56,-1.0589,6.3467,2.9011,0,0,0,0
52.957,1012.7,25.4,1013.1,26.51,1012.2,25.61,25.75,8.0625,121.13,-0.48163,0.86786,-0.052429,0.11023,14.25,31.375,21.875,0.65,-9.14,-6.71,-1.1133,6.9022,2.7533,0,0,0,0
52.967,1012.3,25.4,1012.8,26.51,1012.4,25.61,26.313,7.375,121.5,-0.47772,0.86871,-0.068054,0.11188,14.25,31.375,21.875,0.62,-9.09,-6.85,-1.1467,7.64,2.5922,0,0,0,0
52.977,1012.1,25.4,1012,26.51,1012.6,25.61,27.188,6.875,121.94,-0.47314,0.86951,-0.083496,0.11444,14.25,31.375,21.875,0.57,-8.63,-6.93,-1.24,2.0689,2.4344,0,0,0,0
52.987,1012,25.4,1011.9,26.51,1012.3,25.61,28.313,6.4375,122.44,-0.46814,0.87018,-0.098572,0.1181,14.25,31.375,21.875,0.52,-8.51,-7.17,-1.2844,2.2389,2.27,0,0,0,0
52.997,1012.2,25.4,1012.3,26.51,1012,25.61,24.75,6.25,122.94,-0.46777,0.87457,-0.075562,0.10278,15.75,27.25,24.563,0.46,-8.55,-7.3,-1.2567,2.4267,2.08,0,0,0,0
53.007,1012,25.4,1011.9,26.51,1012,25.61,26.5,6.1875,123.44,-0.46252,0.87531,-0.089722,0.10901,15.75,27.25,24.563,0.43,-8.33,-7.4,-1.24,0.65306,1.8711,0,0,0,0
53.017,1011.7,25.4,1012,26.51,1012.2,25.61,28.563,6.25,123.94,-0.45709,0.87567,-0.10339,0.11658,15.75,27.25,24.563,0.4,-8.16,-7.57,-1.2144,0.70472,1.6511,0,0,0,0
53.027,1011.7,25.4,1012.6,26.51,1012.5,25.61,31.063,6.5625,124.31,-0.45148,0.87567,-0.11664,0.12561,15.75,27.25,24.563,0.35,-8.07,-7.81,-1.1567,0.765,1.4267,0,0,0,0
53.037,1011.6,25.4,1012.6,26.51,1012.1,25.61,34,7.0625,124.69,-0.44574,0.87518,-0.12952,0.13635,15.75,27.25,24.563,0.38,-8.03,-7.95,-1.0856,0.83806,1.2122,0,0,0,0
53.047,1011.7,25.4,1012.2,26.51,1011.5,25.61,37.313,7.75,125,-0.43988,0.87421,-0.14203,0.14874,15.063,24,28.875,0.44,-7.92,-8,-1.0189,0.91306,1.0056,0,0,0,0
53.057,1011.6,25.4,1012.2,26.51,1011.1,25.61,41.125,8.625,125.25,-0.43372,0.87268,-0.15442,0.1629,15.063,24,28.875,0.69,-7.75,-7.99,-0.95,0.99417,0.82,0,0,0,0
53.067,1011.6,25.4,1012.1,26.51,1010.7,25.61,45.375,9.6875,125.38,-0.42737,0.87042,-0.16663,0.17871,15.063,24,28.875,0.86,-7.69,-8.03,-0.86667,1.0761,0.65111,0,0,0,0
53.077,1011.7,25.4,1011.7,26.51,1010.7,25.61,49.938,10.938,125.38,-0.42084,0.86749,-0.17865,0.19611,15.063,24,28.875,1.01,-7.59,-8.06,-0.77556,1.1531,0.50333,0,0,0,0
53.087,1011.6,25.4,1011.4,26.51,1010.6,25.61,54.813,12.313,125.25,-0.41406,0.86371,-0.19067,0.2149,15.063,24,28.875,1.19,-7.48,-8.03,-0.68556,0.30674,0.38444,0,0,0,0
53.097,1011.3,25.4,1011.1,26.51,1010.4,25.61,59.938,13.75,125.06,-0.4071,0.85907,-0.20264,0.23499,10.688,21.563,34.5,1.55,-7.39,-8.18,-0.60111,0.32354,0.29556,0,0,0,0
53.107,1010.8,25.4,1010.7,26.51,1010.5,25.61,65.25,15.375,124.69,-0.39978,0.85358,-0.21466,0.25598,10.688,21.563,34.5,1.67,-7.36,-8.27,-0.54667,0.33889,0.24889,0,0,0,0
53.117,1010.6,25.4,1010.8,26.51,1010.5,25.61,70.625,17,124.25,-0.39203,0.84717,-0.22699,0.27777,10.688,21.563,34.5,1.83,-7.32,-8.35,-0.54222,0.35292,0.26111,0,0,0,0
53.127,1010.4,25.4,1010.7,26.51,1010.3,25.61,76.063,18.625,123.69,-0.38354,0.83978,-0.24005,0.29999,10.688,21.563,34.5,1.92,-7.22,-8.55,-0.60667,0.36736,0.34889,0,0,0,0
53.137,1010.4,25.4,1010.2,26.51,1010.2,25.61,81.5,20.188,123.06,-0.37415,0.83148,-0.25421,0.32245,10.688,21.563,34.5,2.03,-6.84,-8.87,-0.74667,1.5286,0.51667,0,0,0,0
53.147,1010.4,25.4,1010.2,26.51,1010,25.61,86.938,21.75,122.38,-0.36359,0.82227,-0.26971,0.34479,1.1875,20.188,38.5,2,-6.65,-8.95,-0.97333,1.5817,0.73222,0,0,0,0
53.157,1009.9,25.4,1009.8,26.51,1010,25.61,92.375,23.188,121.69,-0.35181,0.81207,-0.2868,0.36676,1.1875,20.188,38.5,1.79,-6.37,-8.91,-1.2567,1.6286,0.99,0,0,0,0
53.167,1010,25.4,1009.2,26.51,1009.9,25.61,97.75,24.5,121.06,-0.33856,0.80096,-0.30548,0.388,1.1875,20.188,38.5,1.71,-6.27,-8.82,-1.5933,1.6694,1.2689,0,0,0,0
53.177,1009.9,25.4,1009,26.51,1009.9,25.61,103.13,25.625,120.44,-0.32391,0.78888,-0.32568,0.40833,1.1875,20.188,38.5,1.68,-6.25,-8.65,-1.9533,1.6997,1.5444,0,0,0,0
53.187,1009.4,25.4,1009.1,26.51,1009.8,25.61,108.44,26.688,119.81,-0.30786,0.77582,-0.34729,0.42749,1.1875,20.188,38.5,1.68,-6.18,-8.42,-2.3156,1.7197,1.7978,0,0,0,0
53.197,1009.2,25.4,1009,26.51,1009.4,25.61,113.69,27.563,119.38,-0.29059,0.7619,-0.36993,0.44519,-9.6875,18.75,40.875,1.68,-6.18,-8.42,-2.67,6.8856,2.0144,0,0,0,0
53.207,1009.2,25.4,1009,26.51,1009.3,25.61,118.88,28.313,118.94,-0.27216,0.74731,-0.39337,0.46118,-9.6875,18.75,40.875,1.76,-6.1,-8.05,-3.01,6.8033,2.1922,0,0,0,0
53.217,1009.1,25.4,1008.9,26.51,1009,25.61,123.94,29,118.69,-0.25281,0.73224,-0.41724,0.47522,-9.6875,18.75,40.875,2.01,-6,-7.7,-3.3411,6.6344,2.3222,0,0,0,0
53.227,1009.2,25.4,1009,26.51,1008.8,25.61,128.88,29.5,118.63,-0.23273,0.71692,-0.44128,0.48694,-9.6875,18.75,40.875,2.2,-5.97,-7.57,-3.6544,6.3944,2.4089,0,0,0,0
53.237,1009.2,25.4,1008.8,26.51,1008.9,25.61,133.69,29.938,118.75,-0.21204,0.7016,-0.46515,0.4964,-9.6875,18.75,40.875,2.55,-5.92,-7.42,-3.9389,6.0911,2.4489,0,0,0,0
53.247,1009.4,25.4,1008.8,26.51,1008.7,25.61,138.44,30.25,119.06,-0.1911,0.6864,-0.48871,0.50354,-21.063,17.688,40.875,2.55,-5.92,-7.42,-4.1878,5.7456,2.4589,0,0,0,0
53.257,1009.1,25.4,1008.6,26.51,1008.8,25.61,143,30.563,119.56,-0.17004,0.67145,-0.51178,0.5083,-21.063,17.688,40.875,2.93,-5.86,-7.4,-4.3911,5.3678,2.45,0,0,0,0
53.267,1008.8,25.4,1008.4,26.51,1008.5,25.61,147.44,30.75,120.25,-0.14917,0.65674,-0.5343,0.51086,-21.063,17.688,40.875,3.18,-5.85,-7.59,-4.56,4.9867,2.4411,0,0,0,0
53.277,1008.7,25.4,1008.2,26.51,1008.3,25.61,151.69,30.875,121.13,-0.12872,0.6424,-0.55621,0.51123,-21.063,17.688,40.875,3.26,-5.81,-7.66,-4.6956,4.58,2.4356,0,0,0,0
53.287,1008.5,25.4,1008,26.51,1008.2,25.61,155.81,30.938,122.19,-0.10895,0.62842,-0.57758,0.50952,-21.063,17.688,40.875,3.29,-5.78,-7.87,-4.7944,4.1744,2.44,0,0,0,0
53.297,1008.1,25.4,1008,26.51,1008,25.61,159.81,30.938,123.38,-0.089966,0.61475,-0.59833,0.50592,-29,13.375,39,3.29,-5.78,-7.87,-4.8556,3.7789,2.46,0,0,0,0
53.307,1007.9,25.4,1008,26.51,1007.9,25.61,163.56,30.813,124.63,-0.072083,0.60132,-0.61847,0.50073,-29,13.375,39,3.3,-5.69,-8.1,-4.8722,3.3978,2.4911,0,0,0,0
53.317,1007.6,25.4,1007.9,26.51,1007.7,25.61,167.19,30.688,126,-0.055298,0.58807,-0.638,0.49402,-29,13.375,39,3,-5.53,-8.7,-4.8478,3.0278,2.5244,0,0,0,0
53.327,1007.5,25.4,1007.9,26.51,1007.6,25.61,170.63,30.438,127.44,-0.039673,0.57501,-0.6568,0.48627,-29,13.375,39,2.8,-5.44,-8.89,-4.7833,2.7089,2.5511,0,0,0,0
53.337,1007.2,25.4,1007.6,26.51,1007.5,25.61,173.94,30.188,128.81,-0.025146,0.56195,-0.67487,0.4776,-29,13.375,39,2.62,-5.33,-9.05,-4.6944,2.4556,2.5733,0,0,0,0
53.347,1007.2,25.4,1007.3,26.51,1007.5,25.61,177.13,29.875,130.25,-0.011597,0.54889,-0.6922,0.46851,-34.5,11.563,37.375,2.62,-5.33,-9.05,-4.5711,2.2456,2.5989,0,0,0,0
53.357,1007.4,25.4,1007,26.51,1007.3,25.61,180.19,29.5,131.63,0.00079346,0.53571,-0.70874,0.45898,-34.5,11.563,37.375,2.09,-5.04,-9.39,-4.4167,2.0511,2.6289,0,0,0,0
53.367,1007.2,25.4,1007,26.51,1007.2,25.61,183.06,29.125,133,0.012146,0.52246,-0.72455,0.44934,-34.5,11.563,37.375,1.91,-4.92,-9.52,-4.2456,7.5156,2.6611,0,0,0,0
53.377,1007.2,25.4,1006.9,26.51,1007.1,25.61,185.81,28.688,134.25,0.0224,0.50909,-0.7395,0.43976,-34.5,11.563,37.375,1.53,-4.73,-9.54,-4.0467,6.9556,2.6844,0,0,0,0
53.387,1007.2,25.4,1006.9,26.51,1007.1,25.61,188.44,28.313,135.44,0.03186,0.49573,-0.75366,0.43036,-34.5,11.563,37.375,1.36,-4.67,-9.51,-3.8522,6.5467,2.6867,0,0,0,0
53.397,1007.1,25.4,1007,26.51,1007,25.61,190.94,27.875,136.56,0.040466,0.48224,-0.76703,0.4212,-36.188,9.1875,36.5,1.36,-4.67,-9.51,-3.6467,6.1867,2.6833,0,0,0,0
53.407,1007,25.4,1006.9,26.51,1006.9,25.61,193.38,27.5,137.56,0.048401,0.46875,-0.7796,0.41248,-36.188,9.1875,36.5,1.27,-4.59,-9.46,-3.4456,5.92,2.6733,0,0,0,0
53.417,1006.9,25.4,1006.8,26.51,1006.9,25.61,195.69,27.125,138.56,0.055847,0.45526,-0.79138,0.40411,-36.188,9.1875,36.5,1.05,-4.4,-9.23,-3.2633,5.7956,2.65,0,0,0,0
53.427,1006.9,25.4,1006.8,26.51,1006.7,25.61,198,26.75,139.44,0.062866,0.44177,-0.80249,0.39612,-36.188,9.1875,36.5,1.03,-4.36,-9.16,-3.1122,5.68,2.6178,0,0,0,0
53.437,1006.9,25.4,1006.8,26.51,1006.5,25.61,200.25,26.438,140.25,0.06958,0.42841,-0.81293,0.38831,-36.188,9.1875,36.5,1.04,-4.32,-9.11,-2.9867,5.5111,2.5744,0,0,0,0
53.447,1006.7,25.4,1006.7,26.51,1006.6,25.61,202.5,26.125,141.06,0.075867,0.41516,-0.82275,0.38068,-37.563,8.5,36.375,1.04,-4.32,-9.11,-2.8767,5.3111,2.5256,0,0,0,0
53.457,1006.7,25.4,1006.6,26.51,1006.5,25.61,308.38,25.813,141.88,0.081848,0.40204,-0.83209,0.37317,-37.563,8.5,36.375,1.03,-4.2,-8.95,-2.7833,5.1156,2.4822,0,0,0,0
53.467,1006.7,25.4,1006.6,26.51,1006.6,25.61,310.31,25.563,142.63,0.087524,0.3891,-0.84094,0.36572,-37.563,8.5,36.375,1.07,-4.2,-8.97,-2.6911,4.9289,2.4378,0,0,0,0
53.477,1006.7,25.4,1006.6,26.51,1006.6,25.61,312.19,25.313,143.38,0.092957,0.37628,-0.84924,0.35852,-37.563,8.5,36.375,1.11,-4.19,-8.92,-2.6011,4.8133,2.4078,0,0,0,0
53.487,1006.7,25.4,1006.4,26.51,1006.6,25.61,314,25.063,144.06,0.098206,0.3634,-0.85712,0.35156,-37.563,8.5,36.375,1.18,-4.2,-8.88,-2.5089,4.7956,2.3911,0,0,0,0
53.497,1006.5,25.4,1006.3,26.51,1006.5,25.61,315.81,24.813,144.69,0.10333,0.35046,-0.86462,0.34491,-38.25,9.6875,33.188,1.18,-4.2,-8.88,-2.4133,4.8844,2.3911,0,0,0,0
53.507,1006.5,25.4,1006.4,26.51,1006.4,25.61,317.69,24.625,145.25,0.1084,0.33728,-0.87164,0.33862,-38.25,9.6875,33.188,1.18,-4.26,-8.93,-2.3122,5.0711,2.4133,0,0,0,0
53.517,1006.5,25.4,1006.3,26.51,1006.4,25.61,319.5,24.5,145.81,0.11359,0.32379,-0.8783,0.33289,-38.25,9.6875,33.188,1.24,-4.4,-8.97,-2.2044,5.4044,2.4444,0,0,0,0
53.527,1006.5,25.4,1006.3,26.51,1006.5,25.61,321.38,24.375,146.19,0.11896,0.30988,-0.88458,0.3277,-38.25,9.6875,33.188,1.21,-4.58,-9.01,-2.0933,5.8222,2.4967,0,0,0,0
53.537,1006.5,25.4,1006.1,26.51,1006.6,25.61,323.25,24.313,146.56,0.12445,0.29559,-0.89038,0.323,-38.25,9.6875,33.188,1.21,-4.64,-9.04,-1.9878,6.24,2.5411,0,0,0,0
53.547,1006.6,25.4,1006.1,26.51,1006.4,25.61,325.13,24.313,146.81,0.13019,0.28101,-0.89575,0.31885,-38.688,11.563,33.063,1.21,-4.64,-9.04,-1.8867,6.6622,2.5711,0,0,0,0
53.557,1006.6,25.4,1006.2,26.51,1006.4,25.61,327.06,24.375,147,0.13605,0.26611,-0.90076,0.31512,-38.688,11.563,33.063,1.17,-4.88,-9.09,-1.7978,7.0311,2.6133,0,0,0,0
53.567,1006.5,25.4,1006.4,26.51,1006.4,25.61,329,24.438,147.19,0.14209,0.25085,-0.90533,0.31177,-38.688,11.563,33.063,1.16,-4.94,-9.1,-1.7078,7.3467,2.6556,0,0,0,0
53.577,1006.9,25.4,1006.4,26.51,1006.6,25.61,330.94,24.5,147.25,0.14825,0.23529,-0.90955,0.3089,-38.688,11.563,33.063,1.13,-5,-9.12,-1.6189,7.6578,2.6956,0,0,0,0
53.587,1006.9,25.4,1006.6,26.51,1006.7,25.61,332.94,24.563,147.19,0.15454,0.21936,-0.91333,0.3064,-38.688,11.563,33.063,1.12,-5.05,-9.12,-1.5322,7.96,2.7433,0,0,0,0
53.597,1007.1,25.4,1006.8,26.51,1006.7,25.61,334.94,24.688,147.13,0.16071,0.20325,-0.91669,0.3042,-38.688,13.5,29.063,1.12,-5.05,-9.12,-1.44,2.0167,2.7922,0,0,0,0
53.607,1007.2,25.4,1007,26.51,1006.8,25.61,337,24.813,147,0.16687,0.18683,-0.91968,0.30249,-38.688,13.5,29.063,1.17,-5.11,-9.07,-1.3444,2.0689,2.8411,0,0,0,0
53.617,1007.6,25.4,1007,26.51,1006.8,25.61,339.06,24.938,146.75,0.17316,0.17017,-0.92212,0.30121,-38.688,13.5,29.063,1.21,-5.13,-9,-1.24,2.1411,2.87,0,0,0,0
53.627,1007.7,25.4,1007.1,26.51,1007,25.61,341.13,25.063,146.44,0.17944,0.1535,-0.92413,0.30035,-38.688,13.5,29.063,1.28,-5.19,-8.98,-1.1211,2.1722,2.8878,0,0,0,0
53.637,1007.9,25.4,1007.2,26.51,1007,25.61,343.19,25.188,146.06,0.18567,0.13678,-0.92566,0.29999,-38.688,13.5,29.063,1.37,-5.22,-8.76,-1.0011,2.2044,2.89,0,0,0,0
53.647,1007.9,25.4,1007.3,26.51,1007.2,25.61,345.19,25.313,145.63,0.19189,0.12018,-0.92664,0.30005,-39.5,16.75,25.563,1.39,-5.22,-8.63,-0.88,2.2211,2.8756,0,0,0,0
53.657,1008.1,25.4,1007.5,26.51,1007.3,25.61,347.19,25.438,145.13,0.19806,0.10376,-0.92719,0.30054,-39.5,16.75,25.563,1.45,-5.27,-8.5,-0.75,2.2256,2.8422,0,0,0,0
53.667,1008.3,25.4,1007.5,26.51,1007.5,25.61,349.19,25.5,144.5,0.2041,0.087708,-0.92725,0.30151,-39.5,16.75,25.563,1.55,-5.3,-8.2,-0.62333,2.2111,2.7867,0,0,0,0
53.677,1008.5,25.4,1007.7,26.51,1007.5,25.61,351.06,25.625,143.88,0.21008,0.072083,-0.92682,0.3028,-39.5,16.75,25.563,1.59,-5.33,-8.01,-0.49556,2.1978,2.7178,0,0,0,0
53.687,1008.6,25.4,1007.9,26.51,1007.5,25.61,352.94,25.75,143.19,0.216,0.057007,-0.92596,0.30444,-39.5,16.75,25.563,1.63,-5.36,-7.84,-0.38222,2.1922,2.6311,0,0,0,0
53.697,1008.8,25.4,1008,26.51,1007.6,25.61,354.75,25.875,142.44,0.22205,0.042358,-0.92468,0.30634,-39.188,21.563,21.563,1.65,-5.4,-7.7,-0.28556,2.19,2.53,0,0,0,0
53.707,1008.9,25.4,1008.2,26.51,1007.9,25.61,252.94,26,141.69,0.22815,0.028381,-0.92303,0.30841,-39.188,21.563,21.563,1.68,-5.44,-7.37,-0.20556,2.1856,2.4156,0,0,0,0
53.717,1009.1,25.4,1008.1,26.51,1008.1,25.61,254.06,26.125,140.94,0.23438,0.015015,-0.92108,0.31055,-39.188,21.563,21.563,1.73,-5.41,-7.22,-0.14,2.18,2.28,0,0,0,0
53.727,1009.3,25.4,1008.1,26.51,1008.3,25.61,255.19,26.313,140.19,0.24084,0.0024414,-0.91882,0.31262,-39.188,21.563,21.563,1.72,-5.27,-7.09,-0.081111,2.1911,2.1167,0,0,0,0
53.737,1009.4,25.4,1008.4,26.51,1008.1,25.61,256.31,26.563,139.44,0.2475,-0.0092773,-0.91632,0.3147,-39.188,21.563,21.563,1.76,-5.3,-6.99,-0.032222,0.5475,1.9267,0,0,0,0
53.747,1009.8,25.4,1008.6,26.51,1008.2,25.61,257.56,26.875,138.63,0.25452,-0.020081,-0.91351,0.31671,-37.375,26,17.25,1.93,-5.4,-6.74,0.026667,0.55278,1.7222,0,0,0,0
53.757,1010.4,25.4,1008.7,26.51,1008.3,25.61,258.81,27.25,137.88,0.26215,-0.029968,-0.91034,0.31879,-37.375,26,17.25,2.11,-5.48,-6.61,0.10667,0.57056,1.5167,0,0,0,0
53.767,1010.7,25.4,1009.1,26.51,1008.5,25.61,260.19,27.688,137,0.27039,-0.039063,-0.9068,0.32098,-37.375,26,17.25,2.19,-5.46,-6.54,0.21333,0.59444,1.34,0,0,0,0
53.777,1010.4,25.4,1009.3,26.51,1008.8,25.61,261.56,28.25,136.06,0.27936,-0.047546,-0.90283,0.32349,-37.375,26,17.25,2.43,-5.51,-6.23,0.34,0.62111,1.1856,0,0,0,0
53.787,1010.4,25.4,1009.5,26.51,1008.9,25.61,262.94,28.813,135.06,0.28864,-0.055237,-0.89844,0.32629,-37.375,26,17.25,2.59,-5.23,-5.94,0.47222,0.63167,1.0433,0,0,0,0
53.797,1010.5,25.4,1009.4,26.51,1009.2,25.61,264.19,29.375,134,0.29779,-0.062195,-0.8938,0.32947,-37.063,28.25,12.875,2.68,-5.35,-5.72,0.59333,0.60972,0.92556,0,0,0,0
53.807,1010.7,25.4,1009.7,26.51,1009.1,25.61,265.25,29.938,132.94,0.3064,-0.068237,-0.88916,0.33289,-37.063,28.25,12.875,2.82,-5.77,-5.59,0.70111,0.57194,0.81778,0,0,0,0
53.817,1010.8,25.4,1009.8,26.51,1009.2,25.61,266,30.438,131.81,0.31439,-0.073486,-0.88452,0.33679,-37.063,28.25,12.875,3.14,-5.88,-5.21,0.82889,0.52806,0.74,0,0,0,0
53.827,1010.9,25.4,1009.8,26.51,1009.5,25.61,266.56,30.75,130.75,0.32123,-0.078003,-0.88,0.34106,-37.063,28.25,12.875,3.25,-5.98,-5.07,0.91889,1.8256,0.70778,0,0,0,0
53.837,1011.1,25.4,1009.9,26.51,1009.5,25.61,266.69,31,129.69,0.32648,-0.081787,-0.87598,0.34558,-37.063,28.25,12.875,3.33,-6.09,-4.95,0.96778,1.4389,0.69444,0,0,0,0
53.847,1011.4,25.4,1010.1,26.51,1009.5,25.61,266.5,31.063,128.75,0.32996,-0.084778,-0.87244,0.35046,-34.875,31.188,7,3.37,-6.21,-4.82,1,1.0156,0.69111,0,0,0,0
53.857,1011.6,25.4,1010.3,26.51,1009.8,25.61,266,30.938,127.88,0.33179,-0.087219,-0.86945,0.35559,-34.875,31.188,7,3.45,-6.46,-4.73,1.0267,0.63778,0.72222,0,0,0,0
53.867,1011.6,25.4,1010.4,26.51,1010,25.61,265.19,30.75,127.06,0.33221,-0.089355,-0.86676,0.36102,-34.875,31.188,7,3.43,-6.62,-4.66,1.06,1.2622,0.78778,0,0,0,0
53.877,1011.7,25.4,1010.6,26.51,1010.2,25.61,264.06,30.313,126.38,0.33093,-0.091003,-0.86469,0.36676,-34.875,31.188,7,3.37,-6.73,-4.59,1.0656,0.97778,0.83667,0,0,0,0
53.887,1011.7,25.4,1010.6,26.51,1010.4,25.61,262.69,29.813,125.75,0.32813,-0.092224,-0.86316,0.37262,-34.875,31.188,7,3.22,-7.01,-4.46,1.0367,1.7156,0.87889,0,0,0,0
53.897,1011.8,25.4,1010.8,26.51,1010.5,25.61,261.13,29.188,125.19,0.32428,-0.093323,-0.86188,0.37848,-34.188,33.063,2.6875,3.16,-7.2,-4.42,1.0156,0.63222,0.92778,0,0,0,0
53.907,1011.9,25.39,1011,26.51,1010.4,25.61,259.5,28.5,124.69,0.3197,-0.094421,-0.8609,0.38434,-34.188,33.063,2.6875,3.09,-7.22,-4.32,0.97111,0.78889,0.98,0,0,0,0
53.917,1012.3,25.39,1011,26.53,1010.4,25.6,257.75,27.75,124.25,0.31445,-0.095581,-0.86017,0.39001,-34.188,33.063,2.6875,3.01,-7.24,-4.28,0.90778,0.92556,1.0367,0,0,0,0
53.927,1013,25.39,1012,26.53,1011,25.6,255.88,26.938,123.88,0.30841,-0.096863,-0.85968,0.39557,-34.188,33.063,2.6875,2.91,-7.63,-4.19,0.84556,1.06,1.11,0,0,0,0
53.937,1013,25.39,1012.1,26.53,1011.3,25.6,253.88,26.063,123.5,0.3017,-0.09845,-0.85931,0.40106,-34.188,33.063,2.6875,2.82,-7.62,-4.15,0.77444,1.1711,1.2044,0,0,0,0
53.947,1013.2,25.39,1012.6,26.53,1011.5,25.6,251.81,25.063,123.25,0.29437,-0.10034,-0.85919,0.40631,-32.75,33.25,1.875,2.67,-7.71,-4.09,0.69,1.2689,1.2978,0,0,0,0
53.957,1013.5,25.39,1013.2,26.53,1011.4,25.6,249.75,24.063,123,0.28668,-0.1026,-0.85913,0.41125,-32.75,33.25,1.875,2.57,-7.73,-4.08,0.59889,1.3033,1.3733,0,0,0,0
53.967,1013.8,25.39,1013.5,26.53,1011.7,25.6,247.63,23,122.75,0.27893,-0.10535,-0.85907,0.41608,-32.75,33.25,1.875,2.29,-7.79,-4.12,0.54,1.2567,1.4522,0,0,0,0
53.977,1013.8,25.39,1013.5,26.53,1012.4,25.6,245.69,22,122.5,0.27173,-0.10883,-0.85864,0.42078,-32.75,33.25,1.875,2.14,-7.95,-4.1,0.53111,1.08,1.5456,0,0,0,0
53.987,1013.9,25.39,1013.3,26.53,1012.6,25.6,243.94,21,122.13,0.26581,-0.1134,-0.85748,0.42566,-32.75,33.25,1.875,2,-8.08,-4.09,0.58333,0.71444,1.6678,0,0,0,0
53.997,1014.1,25.39,1013.6,26.53,1012.3,25.6,242.44,20.125,121.56,0.26135,-0.11932,-0.85553,0.43079,-32,34.875,1.5,1.78,-8.28,-3.97,0.66,1.1156,1.79,0,0,0,0
54.007,1014.3,25.39,1014.1,26.53,1012.5,25.6,241.25,19.25,121,0.25824,-0.12622,-0.85284,0.43591,-32,34.875,1.5,1.67,-8.44,-3.91,0.71333,1.2089,1.8811,0,0,0,0
54.017,1014.6,25.39,1014.5,26.53,1013,25.6,240.31,18.5,120.31,0.25659,-0.13428,-0.84943,0.44116,-32,34.875,1.5,1.55,-8.59,-3.86,0.77,1.9467,1.9667,0,0,0,0
54.027,1014.7,25.39,1014.1,26.53,1013.3,25.6,239.75,17.75,119.5,0.25665,-0.14362,-0.84509,0.44641,-32,34.875,1.5,1.47,-8.75,-3.77,0.83667,3.8889,2.0667,0,0,0,0
54.037,1014.8,25.39,1013.9,26.53,1013.3,25.6,239.5,17.125,118.63,0.25842,-0.15424,-0.8399,0.45166,-32,34.875,1.5,1.31,-8.99,-3.56,0.90111,5.7111,2.1656,0,0,0,0
54.047,1015,25.39,1014.4,26.53,1013.4,25.6,239.56,16.5,117.69,0.2616,-0.16602,-0.83386,0.45685,-28.375,37.75,1.875,1.24,-9.08,-3.44,0.95333,7.3644,2.2633,0,0,0,0
54.057,1015,25.39,1014.7,26.53,1013.7,25.6,239.88,15.938,116.63,0.26611,-0.17902,-0.8269,0.46191,-28.375,37.75,1.875,1.18,-9.19,-3.32,1.0056,2.2533,2.3656,0,0,0,0
54.067,1015,25.39,1014.7,26.53,1013.9,25.6,240.44,15.375,115.56,0.27203,-0.19318,-0.81897,0.46686,-28.375,37.75,1.875,1.11,-9.3,-3.22,1.0589,2.6622,2.4722,0,0,0,0
